Time,ATCC,ADK,ARK,BAY,BCC,BTS,BTC,BCH,BTCD,BDL,BLK,BLOCK,BURST,GBYTE,BCN,CLAM,CLOAK,CMP,XCP,CRW,DCT,DASH,DCR,DMD,DGB,XDN,DOGE,ECN,EMC2,XEL,EMC,ENRG,ETH,ETC,EXP,FCT,FAIR,FRST,GXS,GAM,GAME,GOLOS,GRC,GRS,NLG,HSR,IOC,ION,MIOTA,KMD,LBC,LEO,LSK,LTC,LKK,ETP,MONA,XMR,MUE,MOON,NAV,XEM,NEO,NMC,NEBL,NXS,NLC2,NXT,OK,OMNI,PIVX,PART,PPC,POT,RADS,RDD,XRP,RISE,RBY,SIB,SLS,SHIFT,SC,SKY,SPR,SPRTS,STEEM,XLM,STRAT,SYS,TCC,UBQ,UNO,XVG,VTC,VIA,WAVES,XZC,ZEC,ZEN
2016-06-30,0,0,0,370367,0,0,8053410,0,2576880,303779,10066400000,2795280,12911100,361313,1440480,383294,0,8100,45834900,4211100,0,2449080,580402,30915400,0,5992980,67853,95241,0,1027260000,0,765364,672308,12772500,0,172670,3813080,0,0,2218920,151144,0,0,1071370,0,0,0,0,0,30306500,189371000,0,1870780,298820,33457,300640,0,0,0,726628,5623570,411463,24514900,143171,1187230,0,120608,177121,9797100,872191,2728490,1114660,741131,411463,203303,208283,0,117150,83529,44309,15737600,0,3218410,0,205726,463658,219862,966826,14323200,7069890,698608,0,93721500,11236200,18945900,239570000,305683,0,0,0
2016-07-01,0,0,0,473624,0,0,7572140,0,2647120,320313,10570600000,2665530,12507900,399509,1316960,425147,0,9170,46722200,4214360,0,2322360,650464,31947800,0,8794080,72003,101838,0,1014220000,0,975712,806484,12309400,0,202017,3594820,0,0,2065190,160646,0,0,1087920,0,0,0,0,0,30741700,194823000,0,1862680,195407,31641,265337,0,0,0,798714,5830820,662100,22514200,135120,1513370,0,118624,207164,9708360,890731,2657030,1164240,802569,662100,217454,212713,0,86589,130504,76336,18962100,0,3534050,0,207816,491240,215706,984538,13927400,5827160,736119,0,111615000,11615800,19525900,235073000,403587,0,0,0
2016-07-02,0,0,0,407749,0,0,7332530,0,2476360,313396,10639600000,2427540,12362400,454025,1251600,373195,0,13631,47384100,4005290,0,2416810,644315,31718000,0,12971400,77227,103911,0,996510000,0,1084870,587750,12965000,0,240025,3468760,0,0,2178230,127879,0,0,1101760,0,0,0,0,0,32661000,198801000,0,1822280,198239,25438,537029,0,0,0,849380,5857040,514728,20312800,148187,1330410,0,118755,195290,9785630,962521,2667780,1221200,787583,514728,221126,207697,0,148294,114063,68353,14401000,0,3624480,0,211107,480941,213008,967627,14497500,6830170,727841,0,94204800,11164600,20444700,239945000,483254,0,0,0
2016-07-03,0,0,0,417427,0,0,7422120,0,2553150,338903,11086100000,2161190,12265700,413097,1258990,389900,0,25306,47136900,4090170,0,2352660,670910,32095700,0,12438200,112596,107280,0,989132000,0,966532,577215,11971900,0,228763,3345640,0,0,2357050,168456,0,0,1155060,0,0,0,0,0,31110000,216679000,0,1791870,200464,25160,728198,0,0,0,925918,6054610,688505,23021600,165240,1510590,0,112738,231495,9827580,886420,2816920,1187930,992030,688505,235717,203461,0,147033,109839,65607,15657000,0,3493360,0,181477,504655,199686,907309,18074600,6133870,799160,0,94844700,11161200,21541800,237324000,339638,0,0,0
2016-07-04,0,0,0,484960,0,0,8006450,0,2416480,350094,10362700000,2244170,11638200,337244,1232150,381332,0,23135,46064500,4014760,0,2437060,727488,29775000,0,15234200,151688,101207,0,954849000,0,910961,466616,12686300,0,281599,3447040,0,0,2260610,160733,0,0,1076110,2712630,0,0,0,0,30273100,198695000,0,1832110,423555,26261,516254,0,0,0,825932,5739010,579467,21272900,142757,1446590,0,105767,217820,9291310,867370,2741020,1221000,934082,579467,194230,194278,0,177215,110848,71321,17003300,0,3272510,0,178752,494302,185051,815646,19283400,7107250,755853,0,96841800,10582900,20912300,234021000,398853,0,0,0
2016-07-05,0,0,0,495569,0,0,7559400,0,2525160,377491,10749100000,2283560,11974500,397232,1273660,293940,0,12361,46521100,4077400,0,2356580,736336,30398000,0,15588000,451124,97665,0,935730000,0,893202,484347,13017200,0,341946,3283030,0,0,2269810,170829,0,0,1134070,2193360,0,0,0,0,30543000,212025000,0,1840390,919208,29671,558063,0,0,0,940296,5858660,790980,22438000,155387,1540930,0,111219,205237,9541050,1056960,2984000,1319970,1072050,790980,200690,185375,0,159253,139658,55983,17527400,0,3297030,0,196760,503412,180240,969376,22530900,7114010,750726,0,97650000,10599300,21078100,248438000,410381,0,0,0
2016-07-06,0,0,0,554406,0,0,9699950,0,2583360,441583,10550300000,2718690,11523600,490660,1336970,348800,0,23636,45565800,4052220,0,2387590,717509,30204400,0,15387900,609649,143305,0,864063000,0,768089,732931,12622900,0,288000,3692460,0,0,2320830,185743,0,0,1170960,1751460,0,0,0,0,28943300,207751000,0,1836430,707473,31085,1963870,0,0,0,936963,5698840,812739,20313600,134071,1514860,0,111894,237549,9339020,1112010,2921860,1319010,1016720,812739,192935,178860,0,147339,122495,46038,17911900,0,2958960,0,212725,480266,210246,1082360,21995000,6641500,948457,0,85150500,10253100,21273100,237386000,409261,0,0,0
2016-07-07,0,0,0,476170,0,0,8494720,0,2641710,513443,10673400000,2400170,11375400,496843,1395080,320105,0,20656,45914000,3919700,0,2342040,725660,29792800,0,15894400,444744,151247,0,861144000,0,876115,672678,11973400,0,316357,4088470,0,0,2619880,160742,0,0,1478330,1268960,0,0,0,0,28682100,209306000,0,1863670,278697,29322,937505,0,0,0,909113,5644460,795611,21391800,172668,1221830,0,117967,261007,9407490,1120030,3022280,1334290,915624,795611,200839,174521,0,172721,133086,82995,19090100,0,3283730,0,225895,479003,275273,1282050,22829200,7153980,884116,0,84109800,10130000,23934100,236421000,407321,0,0,0
2016-07-08,0,0,0,450596,0,0,7331060,0,2616460,523747,10086900000,2416280,10427500,442963,1385660,291597,0,12169,45903300,3482880,0,2491380,704313,28867000,0,20498900,310374,126120,0,827090000,0,768835,687641,11905800,0,355488,3759490,0,0,2504820,159079,0,0,1356490,1272760,0,0,0,0,27422300,191626000,0,1899960,376606,26052,621854,0,0,0,920183,5409860,791604,17584000,151075,1158850,0,135654,239119,9038980,1046330,2691520,1259640,908670,791604,184332,170614,0,155258,140042,70075,22981500,0,2949670,0,214098,420562,262962,978598,23318700,6933820,833177,0,69275900,9543160,23471600,233586000,384188,0,0,0
2016-07-09,0,0,0,482259,0,0,8662400,0,3614980,470365,10493800000,2397340,11099500,476722,1414740,385743,0,13040,49132300,3869740,0,2387410,710164,28952000,0,18186900,290956,124033,0,933946000,0,808379,799179,11859900,0,322805,4055080,0,0,2581580,162426,0,0,1414900,1042720,0,0,0,0,28159600,197337000,0,1907170,286261,25431,560630,0,0,0,956382,5600040,758454,21000600,112710,1229770,0,126906,252705,9348750,993369,2872270,1394330,898578,758454,193537,185509,0,173081,149953,63459,25225900,0,3084190,0,245149,462831,260500,976812,19369100,6835760,845833,0,73583800,10003800,24528700,237423000,327326,0,0,0
2016-07-10,0,0,0,470076,0,0,8332740,0,3236250,428686,10247300000,2341340,10869700,420009,1426500,330854,0,17718,48381600,3441260,0,2339620,697892,28420400,0,16605100,286440,123486,0,896899000,0,758554,717962,11937800,0,355230,4414270,0,0,2399480,171170,0,0,1522320,1333190,0,0,0,0,28036100,191996000,0,1876700,711979,24970,866152,0,0,0,936556,5452180,922540,19680700,141326,1214650,0,163394,255981,9258260,887002,2903400,1134290,853435,922540,179625,185674,0,153957,144653,60047,42063300,0,3101270,0,231480,458260,247355,1046220,22455700,7381670,804378,0,72338200,9671470,24175800,235818000,386494,0,0,0
2016-07-11,0,0,0,526597,0,0,8353240,0,3247670,484959,10215200000,2254180,12112700,419110,1340620,357338,0,13760,48979600,3635640,0,2378140,640867,28598400,0,17906400,252309,144236,0,895670000,0,772174,716202,13127600,0,353217,4745510,0,0,2342180,174097,0,0,1572560,768210,0,0,0,0,29631000,192038000,0,1856180,748966,26372,876487,0,0,0,926513,5493740,840082,20348500,139656,1177250,0,144288,259616,8996640,865885,2913910,1118640,899356,840082,174119,186496,0,172722,135395,58087,44510700,0,3079450,0,214734,386438,250824,981540,21804800,7672250,827130,0,73382400,10154900,23651500,235803000,381657,0,0,0
2016-07-12,0,0,0,525601,0,0,8311570,0,3072310,467385,10213100000,2386850,11981600,437058,1315110,357705,0,19459,52526000,3591000,0,2438630,603261,28176100,0,16250000,214040,127530,0,855555000,0,974296,680991,12317000,0,353508,5719410,0,0,2268610,165654,0,0,1515840,1171960,0,0,0,0,33436800,190754000,0,1850600,549133,26411,628500,0,0,0,959968,5493350,881250,31860300,144452,1075140,0,153216,267918,9119450,868293,2872680,1256520,933823,881250,187283,177625,0,172295,166911,59501,79675000,0,3106200,0,246214,365725,238936,936190,21689700,7481980,836532,0,73117100,9964790,24548500,230954000,314448,0,0,0
2016-07-13,0,0,0,537888,0,0,9240990,0,3075630,405309,10474500000,2435200,12904900,440161,1341340,366996,0,28834,51798100,3559000,0,2404840,588753,27737500,0,15788800,223759,144424,0,860770000,0,1005950,742736,12730100,0,357739,7328220,0,0,2316500,179815,0,0,1900860,389985,0,0,0,0,31622800,194119000,0,1854790,277112,26449,714102,0,0,0,881138,5591860,1276360,29888500,160743,1173310,0,143645,255516,9661460,894182,2974230,1309290,938105,1276360,184547,190022,0,230174,143031,57043,216204000,0,3108470,0,217960,389670,245687,931164,19973600,8407370,855180,0,83638400,10810000,24510200,224434000,328591,0,0,0
2016-07-14,0,0,0,538354,0,0,8309600,0,3053020,459544,10288400000,2365900,14863300,424683,1395110,357908,0,22699,51797100,3606830,0,2558160,563849,27671300,0,14820400,220096,133592,0,868509000,0,1046870,785094,12680200,0,347363,12328700,0,0,2241750,177184,0,0,1842780,465332,0,0,0,0,31567800,193166000,0,1791480,271380,24253,717774,0,0,0,877752,5614920,2439770,28972900,177510,1303800,0,160085,263245,9684510,996935,2865630,1267080,919191,2439770,194356,190442,0,217452,144392,49098,339597000,0,2995340,0,226114,371240,238509,999290,19320600,8583890,846546,0,78243100,11817600,24010100,226514000,318732,0,0,0
2016-07-15,0,0,0,496026,0,0,8371060,0,3007670,453299,10387900000,2334190,13773800,436133,1340000,387906,0,27219,50959600,3887590,0,2714030,572584,27422200,0,15234700,224246,143024,0,942817000,0,1120560,829528,13736300,0,349341,10349700,0,0,2193620,175118,0,0,1789060,1115130,0,0,0,0,32896200,193859000,0,1818170,266697,25011,676698,0,0,0,911675,5569370,1908960,27816800,178410,1209050,0,157548,271202,9466560,1257370,2829340,1296720,950971,1908960,226404,189294,0,201625,124757,56783,314387000,0,3066330,0,205515,365537,490778,927400,19662500,9528430,849236,0,72828300,11187400,24905300,226387000,318209,0,0,0
2016-07-16,0,0,0,502961,0,0,8482010,0,2963680,454113,10461700000,2446280,13446400,415216,1418360,576313,0,13374,53338100,3869890,0,2618560,595798,27540100,0,15248700,228563,199105,0,977658000,0,1178990,821775,14228600,0,336065,9595390,0,0,2364420,197502,0,0,2356170,1117410,0,0,0,0,32765200,193834000,0,1855710,254014,24549,722232,0,0,0,880032,5548390,1636740,28611900,216767,1391340,0,159230,308073,9578420,1224880,3136180,1307050,1004890,1636740,255492,184827,0,187110,129914,53839,272022000,0,3264440,0,199300,368725,387338,1016410,20508200,11293700,871044,0,73032200,10821800,24821700,228282000,325887,0,0,0
2016-07-17,0,0,0,478828,0,0,8934740,0,2902090,445705,10434700000,2265820,13334200,427399,1433970,490497,0,28668,54402400,3678220,0,2643710,577820,27546900,0,17536000,258275,236449,0,953762000,0,1222300,694455,14005800,0,284736,9517740,0,0,2437570,235929,0,0,2136100,853439,0,0,0,0,32246300,193199000,0,1821140,247187,25796,725575,0,0,0,877871,5597020,1675520,26538200,233926,1340930,0,170454,298598,9594000,1306840,2928160,1350450,927114,1675520,264389,177653,0,265640,142877,63810,276548000,0,3850330,0,212563,361183,340422,1017690,19385900,10129600,876535,0,71140300,10566000,24567700,232855000,319787,0,0,0
2016-07-18,0,0,0,530059,0,0,10898400,0,2873250,502099,10716800000,2294740,12688300,476730,1417440,516972,0,15207,53774400,3940150,0,2620240,563696,27704300,0,16780700,277703,192555,0,917151000,0,1542750,856144,14766900,0,312601,8256150,0,0,2421630,241818,0,0,2141580,1332620,0,0,0,0,31575300,196145000,0,1814170,244425,26553,764261,0,0,0,883280,5835260,1822280,25306100,253260,1394640,0,177541,301466,11183700,1258620,3208050,1504680,945117,1822280,309436,190703,0,223863,147440,68758,283738000,0,3539470,0,197024,391505,331427,989400,19713600,9381440,916880,0,69302900,10569300,24730000,231705000,336788,0,0,0
2016-07-19,0,0,0,500600,0,0,8889970,0,2850040,473532,10606500000,2291490,13337400,499396,1358290,465699,0,13131,54269700,3861090,0,2574160,540070,26540400,0,15577500,248179,211776,0,907135000,0,1880280,848505,13985200,0,277319,8088140,0,0,2325040,218605,0,0,2111150,1202850,0,1633260,0,0,30705200,194028000,0,1766710,242478,27183,710473,0,0,0,880806,6027480,1628160,25372400,256288,1470910,0,162015,298887,10731500,1225600,3425850,1336990,956713,1628160,322324,173946,0,340015,147054,70421,222018000,0,3362180,0,179066,352259,357255,978395,22483500,10046300,902734,0,68000700,10889700,24268200,229590000,323913,0,0,0
2016-07-20,0,0,0,547392,0,0,9764540,0,2797400,585666,10608600000,2212450,14100300,499169,1324310,566099,0,13365,56317100,3878200,0,2601210,558374,25812900,0,16053700,248006,214128,0,952143000,0,1601080,976504,14020900,0,309696,9137720,0,0,2246020,226734,0,0,2155930,1256990,0,2098350,0,0,31437800,193958000,0,1803110,243977,25120,719872,0,0,0,874376,5777730,1593740,23232900,234477,1566850,0,165916,283493,10298500,1195210,3494330,1479500,955160,1593740,230249,183122,0,242635,164302,71754,381768000,0,3685080,0,176413,353140,336331,941975,20923800,8905680,874572,0,60800600,10740700,23690500,226959000,255630,0,0,0
2016-07-21,0,0,0,495085,0,0,8671820,0,2877590,632882,10490300000,2222230,14095200,436722,1278870,475579,0,13610,55692500,3784800,0,2828950,535784,25465300,0,16982500,220110,223040,0,1024000000,0,1408690,910526,13651700,0,298110,8564620,0,0,2308880,222357,0,0,2575980,1341250,0,1853330,0,0,31173600,193228000,0,1766990,247140,22266,666542,0,0,0,924240,5656580,1383880,24033800,253543,1537470,0,154122,248985,10267000,1171950,3552850,1472890,981988,1383880,252429,168806,0,243140,134797,72365,354690000,0,3326600,0,171754,366902,326116,958078,21109500,8375420,887297,0,64930600,10634500,22060100,226463000,328189,0,0,0
2016-07-22,0,0,0,518644,0,0,9790960,0,2784540,825373,10486600000,2070730,14090700,432977,1347840,478243,0,13819,59167400,3802060,0,2945060,541688,25146700,0,27686900,224895,222819,0,1040640000,0,1244330,1027380,13416200,0,341714,7600300,0,0,2305030,239773,0,0,2372660,1286540,0,1659230,0,0,31860900,192936000,0,1810130,335414,22837,664599,0,0,0,750700,5757980,1435290,24200400,257585,1488270,0,143326,247064,10128200,1133740,3555540,1356400,994147,1435290,208774,170594,0,253301,139962,64676,313516000,0,3493360,0,152346,353583,423902,953993,20632400,8553180,891004,0,61584000,10404200,21524900,228111000,274558,0,0,0
2016-07-23,0,0,0,566716,0,0,9477620,0,2540530,811072,10263700000,2067140,13438700,404382,1279560,411638,0,13495,61282500,3830930,0,2838430,514548,24987500,0,29791800,204206,214876,0,1206190000,0,1276120,886907,13983400,0,255862,8639130,0,0,2177300,220805,0,0,2495850,1211680,0,1601050,0,0,30836300,189102000,0,1770590,239228,22999,631390,0,0,0,729300,5593020,1556090,24583700,255136,1406410,0,138281,232824,9722540,1159330,3474400,1427080,940961,1556090,217617,155168,0,260345,133929,59769,312765000,0,3779140,0,150861,347378,347117,854341,19123200,8597070,867769,0,60675500,10338800,22802400,224076000,397956,0,0,0
2016-07-24,0,0,0,606391,0,0,9847620,0,2619500,913575,10338600000,2068250,13539300,427451,1297690,380432,0,13705,61901200,3842410,0,2635720,504848,26693600,0,28144400,195788,208638,0,1176250000,0,1318260,1001770,13825800,0,326411,8487640,0,0,2140420,222017,0,0,2362570,1194330,0,1571550,0,0,31254100,190145000,0,1760110,245708,20763,608588,0,0,0,785240,5657170,1615150,28867000,294467,1410110,0,148301,228596,9913510,1239860,3296970,1292420,868946,1615150,252063,163121,0,234835,163951,57193,355802000,0,3796180,0,176756,352071,358677,1009000,20141600,8431350,755522,0,65035800,11883800,23663800,224965000,321689,0,0,0
2016-07-25,0,0,0,637207,0,0,9812390,0,2540660,778936,10431900000,1801620,13610000,361977,1248300,313042,0,11148,61086400,3750640,0,2787820,511512,25895800,0,27526500,188607,222380,76700600,1048920000,0,1181370,540193,13309400,0,285212,8082710,0,0,2054210,221085,0,0,2038320,1210830,0,1370800,0,0,28764200,190621000,0,1762990,747002,20431,609291,0,0,0,752927,5575780,1961370,26792500,253974,1407220,0,165513,223552,9709260,1051860,3079410,1303050,727807,1961370,233213,157965,0,241462,144503,57698,330798000,0,3716310,0,172342,300612,304977,917442,20216000,8033380,754917,0,61739600,12854900,23229400,223721000,325605,0,0,0
2016-07-26,0,0,0,551814,0,0,9689220,0,2421590,759997,10321900000,1848010,12812500,367793,1210230,332779,0,5606,60513500,4167400,0,2735870,493970,25866300,0,22069900,146127,215255,49768300,1137660000,0,1108470,961460,13177500,0,257241,7346690,0,0,2062020,218488,0,0,1853050,1319740,0,1366350,0,0,29465500,189020000,0,1606180,419263,21344,645378,0,0,0,786266,5489100,1954990,27702700,250902,1343340,0,158706,216965,9363840,1171240,3038480,1289080,762767,1954990,228709,148920,0,243572,184145,58651,320431000,0,3684830,0,174866,274556,234179,886736,20203500,7978010,759803,0,62637000,12142500,23060800,222062000,321543,0,0,0
2016-07-27,0,0,0,517527,0,0,9747960,0,2357440,654128,10281900000,1845260,12329000,336892,1162780,330188,0,8709,58881400,3760280,0,2429690,467956,25293600,0,20223800,145339,207452,202315000,992645000,0,999003,953653,12284200,0,282366,7102380,0,0,2106460,200027,0,0,1774000,1269110,0,1092410,0,0,28247900,185692000,0,1596500,207992,25670,513965,0,0,0,780095,5442620,1804500,25533400,215643,1294220,0,152075,221637,9180040,1079300,2951800,1101650,682095,1804500,226792,145776,0,247588,164999,58418,270869000,0,3708880,0,182281,265800,249304,847836,17330600,6947370,719564,0,59122000,10958500,22861700,213166000,316670,0,0,0
2016-07-28,0,0,0,517504,0,0,9765840,0,2367000,706040,10328100000,1778420,12340800,358932,1159430,405148,0,30621,60591800,3805420,0,2525050,468902,24728600,0,21797800,152773,220064,128530000,1069560000,0,1356790,957438,12409400,0,261261,7079710,0,0,2117110,209639,0,0,2032740,1403340,0,1799970,0,0,28056900,185791000,0,1508740,204218,24318,571538,0,0,0,761264,5375000,1804390,25703600,212602,1471150,0,149735,196658,9842440,1036710,2888400,1146840,639299,1804390,214972,145887,0,228209,177983,55666,270744000,0,3631740,0,181617,270444,228046,823654,18216800,6696820,715637,0,59639600,10918200,24317300,212328000,322626,0,0,0
2016-07-29,0,0,0,580190,0,0,10062100,0,2292220,664956,10338900000,1843290,12597300,361946,1176040,317541,0,17160,61710300,3794130,0,2540450,481650,24952300,0,20698000,151619,205349,140887000,1058220000,0,1311140,957160,13986900,0,251887,6636310,0,0,2096800,194725,0,0,1984550,1414640,0,1534160,0,0,27983800,186270000,0,1616380,975255,24536,536717,0,0,0,772584,5360090,1823210,25810600,205920,1515980,0,142264,195954,9364140,1111100,2854520,1101170,649414,1823210,225757,153850,0,229340,184329,47392,262823000,0,3525230,0,176957,255941,219186,817239,17624200,6542070,727147,0,59642700,11018800,23201700,212370000,322177,0,0,0
2016-07-30,0,0,0,535936,0,0,9982280,0,2342640,769500,10370100000,2036250,12715700,372724,1135560,309853,0,20990,62575400,3786910,0,2583140,447776,25030300,0,20296300,165206,209913,136213000,1055410000,0,1363900,965552,15331300,0,235356,6609440,0,0,2036720,192520,0,0,2307080,1188920,0,1435320,0,0,28318800,191389000,0,1656340,823840,24040,568804,0,0,0,769437,5429180,1859370,26643100,282810,1496790,0,140235,194839,9113410,1015550,2471050,1116250,612228,1859370,191345,140287,0,554880,179277,57506,215885000,0,3480900,0,175152,251106,218777,812979,19174700,6240320,754040,0,59304900,11380300,23864700,217281000,321548,0,0,0
2016-07-31,0,0,0,539917,0,0,9897180,0,2381090,698242,10340900000,1899150,12622500,380085,1138980,322073,0,39809,60871400,3892140,0,2508400,470066,25124700,0,19660900,161196,225032,129265000,1026310000,0,1354480,961699,15688200,0,216480,7174430,0,0,2107150,193657,0,0,2307260,1431920,0,1371040,0,0,28067800,191302000,0,1708360,207245,27151,754451,0,0,0,750507,5372610,1762060,28816900,192764,1355740,0,126180,196561,9142640,1079910,2174680,1124680,587366,1762060,207894,141333,0,446267,180534,59117,246968000,0,3494980,0,175140,244392,397381,855105,18536600,6668010,741375,0,60650100,10967500,23977300,217502000,325186,0,0,0
2016-08-01,0,0,0,500740,0,0,9172440,0,2269370,685029,9860620000,1843970,11799400,370932,1045200,270884,0,29617,62649200,4138170,0,2309540,451190,24276800,0,18380700,148206,212355,147548000,981735000,0,1561570,950303,14869400,0,211362,6623490,0,0,2011880,209459,0,0,2076650,1008700,0,1335530,0,0,26907500,190585000,0,1743180,197320,27069,977967,0,0,0,740062,5261740,1699750,26831300,188308,1372950,0,126953,190123,8932670,941652,2110890,1172280,521092,1699750,194553,134260,0,395286,163961,60522,233635000,0,3310860,0,173473,229095,306854,808232,17216100,6452260,724260,0,59935500,10824100,22827700,211241000,231296,0,0,0
2016-08-02,0,0,0,474774,0,0,9911570,0,2184250,600530,9574320000,1506760,11401100,363552,1080770,254374,0,31149,66476200,3876720,0,1933820,393651,23500600,0,18489300,154781,206101,194318000,903978000,0,1987190,982847,13942000,0,232923,5681230,0,0,2068550,202541,0,0,2013480,1310290,0,1271470,0,0,24165500,181673000,0,1657770,291698,24566,1564000,0,0,0,690585,5116790,1536320,27010000,151350,1329640,0,155170,186243,8732370,937762,1974540,1193300,618826,1536320,180871,128770,0,423991,164885,56168,221987000,0,3186460,0,174477,228176,306849,816881,16490500,5731470,659511,0,56505200,10659000,21299600,210140000,236098,0,0,0
2016-08-03,0,0,0,509360,0,0,8031870,0,2067000,482073,8663670000,1599830,10354300,387062,1086310,489529,0,30420,61646200,3446580,0,2082070,415568,22075900,0,16700300,127738,188087,228712000,733204000,0,1674560,820510,13130900,0,344664,5754740,0,0,1797720,178056,0,0,1905120,1164770,0,1034900,0,0,19116600,170828000,0,1842200,255072,23777,1067750,0,0,0,649028,4696170,1594290,23596200,140366,1106260,0,127212,156009,8043900,802517,1311260,926062,501382,1594290,172390,121019,0,343030,149635,60781,213191000,0,2797240,0,165656,205065,210131,709757,12752700,5344340,634812,0,45354300,10022200,18765200,202199000,207668,0,0,0
2016-08-04,0,0,0,493958,0,0,8980010,0,2070670,537082,8943870000,1665190,10620500,389867,1104400,311080,0,48845,61830600,3580510,0,2088190,463683,22441100,0,18000400,125091,198664,213375000,851992000,0,1646310,905411,12885400,0,407913,5805010,0,0,1883530,181756,0,0,2017300,1215680,0,1271090,0,0,21951900,174289000,0,1738440,183499,22450,1176190,0,0,0,653801,4696450,1624410,25244100,156980,1215260,0,166060,163124,8108320,820672,1555440,957599,533569,1624410,165550,120328,0,478341,148870,62804,217720000,0,2902630,0,149370,211865,221445,763477,14458300,5564400,637033,0,46362300,10179800,19787700,200728000,222823,0,0,0
2016-08-05,0,0,0,466207,0,0,8697500,0,2204370,603416,9133690000,1721800,10723000,397730,1158640,368458,0,44575,63292400,3721670,0,2077900,444237,22650500,0,18426900,121110,194518,193412000,910856000,0,1742430,923899,13527800,0,395160,5745000,0,0,1940570,175586,0,0,1843670,1348860,0,1262040,0,0,23060100,175755000,0,1716150,184112,32694,1041400,0,0,0,672403,4704600,1654200,32623800,144556,1390020,0,206451,170010,8066850,815792,1668770,815768,566755,1654200,169601,123783,0,489625,143011,58343,216605000,0,3222880,0,151850,244196,225584,812563,15663200,6638810,641930,0,47682700,10622200,23238600,206997000,276235,0,0,0
2016-08-06,0,0,0,470809,0,0,8577750,0,2133930,566540,9083510000,1883940,10686800,396318,1091500,403257,0,41265,64524400,3731830,0,2203800,414785,23032600,0,18164000,128346,207247,213044000,902752000,0,1725400,919324,13977300,0,305996,5884060,0,0,2167120,174803,0,0,1882400,1190980,0,1315760,0,0,22664000,174833000,0,1760760,190271,32326,906465,0,0,0,691945,4754150,1642730,30097100,141870,1361490,0,172510,168075,8546770,856506,1721830,1133560,537481,1642730,185942,121960,0,521190,152474,56366,218742000,0,3189870,0,152096,216040,229704,777840,16482000,7178410,676771,0,47550300,10740000,22548300,229290000,231712,0,0,0
2016-08-07,0,0,0,474817,0,0,9128100,0,2180840,697839,9285940000,1926070,11655600,448945,1085050,241762,0,43300,70393200,3776420,0,2145080,423518,24396200,0,18610300,332491,211841,222683000,898340000,0,1708970,939697,13845800,0,300931,5370010,0,0,2286780,170815,0,0,1898110,1346060,0,1288200,0,0,23091200,176649000,0,1694440,199153,28484,972341,0,0,0,726496,4870190,1467990,29547200,153123,1349550,0,164302,168727,8761460,883918,1708300,1004690,678998,1467990,187233,123171,0,473479,166810,50296,218224000,0,3197440,0,146296,220834,237400,799050,17275700,7225630,720525,0,47930600,11058200,23712300,225317000,250225,0,0,0
2016-08-08,0,0,0,488493,0,0,9981070,0,2168190,690237,9365440000,2254320,11504700,435639,1083570,264620,0,42920,68797400,3605800,0,2142280,417760,27356500,0,18190300,275878,232842,178435000,903184000,0,1734300,993658,13810800,0,354642,5077360,0,0,2330030,178692,0,0,1939630,1227100,0,1283280,0,0,22335900,177444000,0,1733460,204471,79618,1102920,0,0,0,747254,4837190,1478890,28341600,153462,1280640,0,158394,185884,8756740,860374,1736140,1007860,698330,1478890,196272,132818,0,460204,159470,56768,225361000,0,3226570,0,152901,221351,230519,826072,16083500,6884850,687840,0,45039100,10669300,23901200,219052000,234890,0,0,0
2016-08-09,0,0,0,514779,0,0,10603100,0,2193630,602184,9339660000,2303200,11434100,525572,1157780,236087,0,81572,68887400,3618400,0,2169980,436778,24557700,0,17862000,345282,213031,179978000,933431000,0,1655430,1024470,16930900,0,346510,5126140,0,0,2243900,171509,0,0,1838550,1012600,0,1213730,0,0,22576100,177889000,0,1667200,173585,48032,1102360,0,0,0,751254,4770010,1451640,29235100,168012,2744300,0,186517,180265,8952440,905261,1860340,1053240,701491,1451640,193789,135429,0,831829,149025,51696,217081000,0,3161750,0,147865,223898,252660,850868,17726000,7146050,679588,0,45057700,10450600,23990400,214298000,251670,0,0,0
2016-08-10,0,0,0,484474,0,0,10745000,0,2166880,610044,9286960000,2501350,11224000,482895,1245250,265898,0,45846,68670400,3765900,0,2106980,403229,25280700,0,18185600,279587,218926,160983000,1012910000,0,1634530,1019460,20287800,0,337368,5168530,0,0,2316800,166810,0,0,1885610,1095100,0,1217140,0,0,22517100,176955000,0,1738570,173974,40422,953877,0,0,0,773436,4755890,1256850,30786900,178898,3351500,0,183859,182900,8457230,924610,1841010,994941,693239,1256850,177474,133425,0,571797,233131,53547,197118000,0,3303910,0,148339,220933,268818,793343,17342900,6938340,749499,0,48959600,10574400,25834000,218562000,226585,0,0,0
2016-08-11,0,0,0,520425,0,0,9978410,0,2257950,599920,9358770000,2540280,11665000,452761,1313420,258343,0,35043,69495500,3695280,0,2210990,510198,25539400,0,18378700,249754,224802,142268000,1005720000,0,1705110,1004540,21671800,0,335466,5471640,0,0,2148250,166678,0,0,1837470,1099740,0,1203220,0,0,26196600,174921000,0,1723660,174961,31780,916025,0,0,0,826075,4855910,1320990,30831800,161802,4442820,0,167934,243502,8532200,1049030,1867120,1166330,698464,1320990,193054,131570,0,582735,221653,54969,175662000,0,3405130,0,147909,245066,253092,784823,18904500,7153100,771652,0,49947700,10683700,25436700,220318000,260599,0,0,0
